"tsn","ts_afs_name","ts_scientific_name","region_name","state_name","year","pounds","dollars","tot_count","source","collection"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",2000,56360,95853,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1972,616500,170720,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1973,835100,257504,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1974,613600,133662,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1975,36900,15210,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1976,44900,26887,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1977,10200,6460,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1978,30200,33926,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1979,21900,29255,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1984,10800,27371,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1990,40390,44365,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1991,80252,154248,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1992,272142,430468,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1993,423196,665653,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1994,463600,826987,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1995,18283,30098,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1996,7601,12923,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1997,19800,20470,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1998,30941,30941,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1999,37553,47959,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",2001,43367,73765,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",2002,39143,66586,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",2003,32737,55687,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1998,123,218,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1999,228,603,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","VIRGINIA",2000,54058,91942,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","VIRGINIA",1990,40743,42182,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","VIRGINIA",1991,7188,10328,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","VIRGINIA",1992,27879,31152,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","VIRGINIA",1994,12175,20710,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","VIRGINIA",1995,18109,30796,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","VIRGINIA",1996,32436,55158,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","VIRGINIA",1997,20160,21130,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","VIRGINIA",1998,33408,33408,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","VIRGINIA",1999,60565,70052,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","VIRGINIA",2001,50751,86333,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","VIRGINIA",2002,59258,100778,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","VIRGINIA",2003,33131,56352,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1972,756900,218632,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1973,1864600,598609,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1974,466600,114702,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1975,9800,3706,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1976,9100,5146,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1977,12000,6694,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1978,12800,13821,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1979,13000,17270,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1991,1254,2920,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1992,19562,37465,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1993,44285,143115,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1994,116497,186347,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1995,386,195,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1998,3,4,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1999,249,695,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",2000,145111,245230,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1950,271200,65144,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1951,214800,52712,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1952,119900,31919,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1953,106200,33594,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1954,145900,24934,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1955,87700,24340,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1956,28400,6548,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1957,15600,3911,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1958,21900,5473,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1959,11800,2640,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1960,25300,5060,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1961,66000,11514,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1962,108500,11211,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1963,47700,8967,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1964,31000,5954,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1965,32200,3948,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1966,63800,12890,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1967,66500,11485,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1968,48700,10080,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1969,41700,8042,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1970,54100,11778,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1971,38800,8978,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1972,248300,67457,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1973,586100,155249,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1974,212400,65136,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1975,106300,43213,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1976,80600,56069,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1977,57100,41412,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1978,37600,37457,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1979,26300,29792,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1980,16800,15451,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1981,23100,19635,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1982,25700,28373,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1983,6800,9415,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1984,37000,74000,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1991,15100,22425,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1992,25200,21018,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1993,15600,23400,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1994,33900,50846,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1995,38100,72045,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1997,165998,241370,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1998,163176,244807,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",1999,176307,270616,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",2001,198618,364836,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",2002,146157,336045,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",2003,191194,478607,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",2004,175584,494203,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",2005,127351,362147,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","DELAWARE",2006,136796,380307,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",2000,2567481,3981622,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1950,3037700,578155,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1951,2336000,585714,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1952,2171500,535561,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1953,2303300,554555,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1954,2107700,524398,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1955,2572300,642998,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1956,2150100,542262,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1957,1859000,458508,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1958,3105000,716386,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1959,4349000,744158,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1960,4408700,674849,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1961,5407700,612076,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1962,3978900,641760,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1963,3749000,533784,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1964,3299800,537593,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1965,2949200,541866,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1966,3346900,604128,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1967,4150200,675161,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1968,4532000,921832,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1969,5088200,909746,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1970,3977500,869782,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1971,2743000,861892,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1972,1470400,434031,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1973,1836300,561897,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1974,2049700,587967,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1975,2798400,1109551,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1976,1754000,969701,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1977,1716300,1027650,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1978,1177200,1280959,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1979,898000,1006512,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1980,2100800,1824235,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1981,1640800,1651141,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1982,517100,857687,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1983,425600,806281,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1984,1082400,1359528,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1985,42908,45715,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1986,7600,8421,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1987,32500,45042,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1988,39800,54171,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1990,47100,50953,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1991,15176,24415,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1992,133964,238231,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1993,260904,711703,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1994,306532,523601,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1995,1267591,1924179,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1996,1575706,2575081,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1997,2342139,3221436,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1998,2750565,3519983,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",1999,2298818,3683111,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",2001,1900217,3164892,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",2002,1987666,3593564,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",2003,2028818,3636227,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",2004,865603,1507564,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",2005,2339307,4234445,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","MARYLAND",2006,2484727,4591321,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",2000,543093,1510478,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1950,517100,127965,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1951,626200,159257,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1952,485700,141413,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1953,481700,121627,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1954,438900,116163,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1955,506100,116243,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1956,395200,110886,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1957,553000,147940,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1958,397900,114479,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1959,538000,121707,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1960,730800,148216,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1961,909700,147833,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1962,656600,95504,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1963,672800,97454,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1964,995000,140644,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1965,739600,139739,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1966,1050300,193483,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1967,1630100,305988,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1968,1550500,349778,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1969,1535100,369240,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1970,1338300,362716,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1971,1183600,329047,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1972,836200,268949,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1973,1741300,654016,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1974,1409000,532845,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1975,1183700,636125,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1976,850900,516582,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1977,766100,637392,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1978,1122200,1295045,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1979,569800,895050,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1980,597900,974962,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1981,822400,1459349,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1982,470900,877811,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1983,309500,669466,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1984,595300,1337875,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1985,469040,862956,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1986,1100,1320,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1989,300,515,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1990,81584,225989,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1991,105262,263158,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1992,226613,679839,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1993,109362,321525,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1994,169811,509433,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1995,500980,1402804,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1996,500697,1251752,NA,"ACCSPHIST","Commercial"
"167680","BASS, STRIPED","Morone saxatilis","Middle Atlantic","NEW YORK",1997,460451,1151135,NA,"ACCSPHIST","Commercial"
